x_mm,efield_bottom,efield_top
26.8780704807127,0.0110218564903955,0.14466800579326
28.0998009571087,-0.0260492268391396,0.112756158743853
29.3215314335047,-0.0514405606296952,0.0890109813421079
30.5432619099008,-0.0820649540406631,0.0566938907173184
31.7649923862968,-0.103763355321336,0.0299791159169067
32.9867228626928,-0.132582506538558,0.0199924480495821
34.2084533390889,-0.140855886415919,-0.0352065633717728
35.4301838154849,-0.159392156097004,-0.0567289203926736
36.6519142918809,-0.171618289184721,-0.0760875864885944
37.8736447682769,-0.179554277493868,-0.0939492932157928
39.095375244673,-0.199882577864553,-0.112082077700314
40.317105721069,-0.205405827961903,-0.126537528057982
41.538836197465,-0.213493061084575,-0.146980977788136
42.7605666738611,-0.201063864174316,-0.160918457890582
43.9822971502571,-0.216263835826919,-0.17019752842562
45.2040276266531,-0.208939859133745,-0.186354071016455
46.4257581030492,-0.201629949362773,-0.194800553005543
47.6474885794452,-0.217034075828759,-0.206037346653435
48.8692190558412,-0.217055856840474,-0.204220973449701
50.0909495322373,-0.201227218354434,-0.208308609254891
51.3126800086333,-0.204965673451205,-0.208829339888816
52.5344104850293,-0.194118609668378,-0.208814254775647
53.7561409614253,-0.184614652383378,-0.209772307757747
54.9778714378214,-0.19015134416704,-0.215353191378688
56.1996019142174,-0.187378988027745,-0.219800522100212
57.4213323906134,-0.17452593625055,-0.220377897853211
58.6430628670095,-0.172550411202524,-0.223264198608449
59.8647933434055,-0.168398721203543,-0.214940155910784
61.0865238198015,-0.167019683065709,-0.216650524097854
62.3082542961976,-0.15753154067333,-0.212973840997707
63.5299847725936,-0.158120859597636,-0.207548713776668
64.7517152489896,-0.153966776486136,-0.210839710656478
65.9734457253857,-0.1513990925114,-0.208890826914536
67.1951762017817,-0.136182276292988,-0.209664232224999
68.4169066781777,-0.141324804240495,-0.199208204598092
69.6386371545737,-0.128668165071476,-0.198623330363203
70.8603676309698,-0.124126546002626,-0.203656647022305
72.0820981073658,-0.130050595667071,-0.200164874358912
73.3038285837618,-0.122343390115176,-0.18177835293731
74.5255590601579,-0.115622812118238,-0.177518574760826
75.7472895365539,-0.10989325038429,-0.175192388380654
76.9690200129499,-0.115231391409907,-0.182740692365098
78.190750489346,-0.106135802464028,-0.169965083089496
79.412480965742,-0.104950144626094,-0.17190245874435
80.634211442138,-0.102973443077327,-0.158930001092397
81.8559419185341,-0.0970440805186049,-0.158543022886373
83.0776723949301,-0.0984273481271229,-0.158930109678767
84.2994028713261,-0.0911144748138765,-0.150412556666558
85.5211333477221,-0.0938814803561161,-0.148863190389911
86.7428638241182,-0.090126244075529,-0.151766951367682
87.9645943005142,-0.0826162671319824,-0.144604566221252
89.1863247769102,-0.0810345615312728,-0.144991572752514
90.4080552533063,-0.0822208635520211,-0.138990707981803
91.6297857297023,-0.0760935651301744,-0.14441078815624
92.8515162060983,-0.0760936507511204,-0.132408852171719
94.0732466824944,-0.0782676214713002,-0.135312584345043
95.2949771588904,-0.0693735823849586,-0.131634720024181
96.5167076352864,-0.0693737291049454,-0.129505116922036
97.7384381116825,-0.0652230044668195,-0.121568447221345
98.9601685880785,-0.0701642989765914,-0.125633645438333
100.181899064475,-0.0654206609203307,-0.113631624858339
101.403629540871,-0.0626537019811087,-0.118664743731467
102.625360017267,-0.0622583682696596,-0.110340832872505
103.847090493663,-0.0636418197001624,-0.114986729838256
105.068820970059,-0.0588982906110586,-0.102597627115787
106.290551446455,-0.0590959249445675,-0.109372798763619
107.512281922851,-0.0547477303613807,-0.102016758788642
108.734012399247,-0.0525736300113189,-0.0981451349522781
109.955742875643,-0.0539571455422054,-0.0998873547550599
