0.0000	-0.0022	0.0700	-0.9044	-14.0144	-0.4429
-0.0025	-0.0112	0.0691	-2.0503	-11.7024	-1.9714
-0.0063	-0.0204	0.0667	-3.1431	-7.9052	-2.7112
-0.0067	-0.0145	0.0681	-3.0576	-8.6611	-2.1483
-0.0039	-0.0062	0.0696	-2.1925	-12.2090	-1.2081
-0.0095	-0.0095	0.0687	-2.9057	-8.2179	-1.5359
-0.0170	-0.0145	0.0663	-3.9395	-3.2799	-1.7300
-0.0231	-0.0166	0.0639	-4.0111	-0.7369	-1.6425
-0.0286	-0.0171	0.0616	-3.4413	0.9797	-1.3257
-0.0335	-0.0165	0.0592	-2.9505	2.1070	-1.0843
-0.0280	-0.0120	0.0630	-2.9993	1.1158	-1.1173
-0.0220	-0.0117	0.0654	-3.3100	-0.7828	-1.2531
-0.0147	-0.0094	0.0678	-3.3117	-5.0174	-1.4135
-0.0092	-0.0043	0.0693	-2.0247	-9.2355	-0.8400
-0.0194	-0.0072	0.0669	-2.4614	-2.1174	-0.9397
-0.0262	-0.0073	0.0645	-2.3367	0.9347	-0.8425
-0.0317	-0.0061	0.0621	-1.6101	2.5407	-0.5715
-0.0292	-0.0016	0.0636	-0.7563	2.0584	-0.2945
-0.0187	-0.0001	0.0674	-0.6206	-2.4724	-0.1760
-0.0232	-0.0032	0.0660	-1.3240	-0.0661	-0.4681
-0.0147	-0.0033	0.0684	-1.6265	-5.2780	-0.6065
-0.0049	-0.0004	0.0698	-1.0989	-11.4447	-0.1481
0.0077	0.0021	0.0695	-1.3021	-11.4193	0.4841
0.0150	0.0063	0.0681	-2.1757	-7.3316	1.1587
0.0186	0.0109	0.0666	-3.0826	-4.6650	1.6227
0.0097	0.0068	0.0690	-2.2456	-10.5490	1.3610
0.0026	0.0028	0.0699	-0.7279	-13.5560	0.5753
0.0084	0.0121	0.0684	-2.0269	-10.7045	2.1464
0.0143	0.0229	0.0646	-3.1735	-6.0855	2.8641
0.0093	0.0182	0.0670	-2.0216	-8.6595	2.6310
0.0037	0.0089	0.0693	-1.1084	-12.7630	1.6957
0.0044	0.0166	0.0679	-0.9012	-10.8943	2.7217
0.0083	0.0233	0.0655	-1.6569	-7.6127	2.9190
0.0124	0.0276	0.0631	-2.4815	-5.8087	3.0312
0.0169	0.0305	0.0607	-2.8427	-3.8785	2.7352
0.0135	0.0347	0.0593	-1.9868	-3.7573	2.6559
0.0095	0.0318	0.0616	-1.5807	-5.4551	3.0580
0.0058	0.0277	0.0640	-0.8069	-6.5264	2.8998
0.0027	0.0220	0.0664	-0.1884	-8.8520	2.9418
0.0005	0.0130	0.0688	0.2258	-11.4512	2.1663
-0.0012	0.0065	0.0697	0.1407	-12.7326	1.1965
-0.0048	0.0150	0.0682	1.6828	-9.5800	2.2198
-0.0055	0.0095	0.0691	1.6461	-11.1044	1.6654
