x_mm,efield_bottom,efield_top
-109.955742875643,0.0112759171350979,0.0211016324855293
-108.734012399247,0.0109667846585607,0.0206942166578464
-107.512281922851,0.0111682489688053,0.0198419324687873
-106.290551446455,0.0117511614965426,0.0199826132254991
-105.068820970059,0.0107700399387965,0.0218772550165614
-103.847090493663,0.0125111788221664,0.0223561105822977
-102.625360017267,0.0123168550843508,0.0241824271224605
-101.403629540871,0.0138634570371981,0.024271653871177
-100.181899064475,0.014651540612707,0.0269945950619149
-98.9601685880785,0.0157667637862258,0.0279348174405518
-97.7384381116825,0.0157894506371745,0.030082868953853
-96.5167076352864,0.0175102378738566,0.0328012927852654
-95.2949771588904,0.0185011219836416,0.0346760259657512
-94.0732466824944,0.0208595832471569,0.0377315467546582
-92.8515162060983,0.021917895406343,0.0402976047970961
-91.6297857297023,0.0244036054145653,0.0411393247813023
-90.4080552533063,0.0247930923810429,0.0461200890217107
-89.1863247769102,0.0280138326077315,0.0466585389912829
-87.9645943005142,0.030451277335637,0.0521304010977411
-86.7428638241182,0.031984067549174,0.054328595332591
-85.5211333477221,0.0325377421194779,0.0545685044717332
-84.2994028713261,0.033845266489126,0.0597448924963453
-83.0776723949301,0.0381003253540725,0.0614203200577955
-81.8559419185341,0.0396816792836039,0.0683465021081098
-80.634211442138,0.0412651334121829,0.0695201630748449
-79.412480965742,0.0450572392223027,0.0732136750771773
-78.190750489346,0.0459438044048355,0.0789960692892278
-76.9690200129499,0.0499900303138377,0.0845209305298866
-75.7472895365539,0.0552819453318523,0.0851441621441378
-74.5255590601579,0.0550426618099384,0.0903974470437825
-73.3038285837618,0.0611766252509523,0.0963725198132277
-72.0820981073658,0.0619247579312283,0.0994145735996361
-70.8603676309698,0.0670626110113807,0.107968872417648
-69.6386371545737,0.0683602320928852,0.111329289579517
-68.4169066781777,0.0753444391609392,0.111883940273531
-67.1951762017817,0.0799581626875022,0.122478253629685
-65.9734457253857,0.0844050583652755,0.133081991046252
-64.7517152489896,0.08547268320007,0.133080164297132
-63.5299847725936,0.0950271316511124,0.145638750029759
-62.3082542961976,0.0985031630011649,0.152952011663573
-61.0865238198015,0.110911692852897,0.153274225196835
-59.8647933434055,0.116893115354078,0.166379200476644
-58.6430628670095,0.114323255800279,0.175939997553668
-57.4213323906134,0.130288288302507,0.177810168875305
-56.1996019142174,0.13577079400015,0.185712016986365
-54.9778714378214,0.137320828405111,0.206641589041229
-53.7561409614253,0.157772973139943,0.211486593958863
-52.5344104850293,0.152940713127473,0.227550320548502
-51.3126800086333,0.16417807525609,0.240589081688933
-50.0909495322373,0.186687530038189,0.253180383231803
-48.8692190558412,0.185409590903909,0.265823165870784
-47.6474885794452,0.203472094823016,0.25832005405134
-46.4257581030492,0.205539255778511,0.281118501463627
-45.2040276266531,0.232371792532476,0.292844636935865
-43.9822971502571,0.235055935792813,0.318387670718588
-42.7605666738611,0.25181064270173,0.328149842818204
-41.538836197465,0.283538427925772,0.335111079302139
-40.317105721069,0.287362804202601,0.366982347415508
-39.095375244673,0.310308717476582,0.378588422962603
-37.8736447682769,0.322633266382711,0.38314173249118
-36.6519142918809,0.335911913072032,0.409120292742945
-35.4301838154849,0.350520705789345,0.421074195791477
-34.2084533390889,0.367320329538611,0.44082964452132
-32.9867228626928,0.416819003745229,0.461587458752037
-31.7649923862968,0.430083653255605,0.480370174069517
-30.5432619099008,0.46233237423414,0.509878801443352
-29.3215314335047,0.448527704548901,0.521358380694213
-28.0998009571087,0.473901435378906,0.531818931057663
-26.8780704807127,0.510488900400176,0.612572320465128
-25.6563400043166,0.52144315822186,0.584802482099676
-24.4346095279206,0.598538799673261,0.636751395135699
-23.2128790515246,0.604196755994178,0.643261125891234
-21.9911485751286,0.61269659618453,0.678921755867552
-20.7694180987325,0.639220262865685,0.723710748360936
-19.5476876223365,0.697873249541053,0.714801591747933
-18.3259571459405,0.685213274338383,0.717049830992635
-17.1042266695444,0.762386045128753,0.807093377650489
-15.8824961931484,0.750895853602171,0.828059276782164
