x-axis,1,2,4
second,Volt,Volt,Volt
-95.0000E-06,,,
-94.8350E-06,+22.8415E-06,-6.9089770E-03,-61.8090783E-03
-94.6700E-06,+399.7259E-06,-2.5234126E-03,-66.8342039E-03
-94.5050E-06,-354.0429E-06,-6.5663548E-03,-65.6159916E-03
-94.3400E-06,-308.3600E-06,-6.8404526E-03,-65.6159916E-03
-94.1750E-06,-308.3600E-06,-7.6284836E-03,-66.5296508E-03
-94.0100E-06,-1.0621288E-03,-7.7655325E-03,-43.2313414E-03
-93.8450E-06,-22.8415E-06,-3.4484926E-03,-51.7588272E-03
-93.6800E-06,-376.8844E-06,-6.9775014E-03,-52.6724864E-03
-93.5150E-06,-708.0859E-06,-10.2324125E-03,-61.8090783E-03
-93.3500E-06,-354.0429E-06,-3.4484926E-03,-47.9519139E-03
-93.1850E-06,-753.7688E-06,-7.6284836E-03,-52.6724864E-03
-93.0200E-06,+0.0E+00,-4.6476704E-03,-56.4793997E-03
-92.8550E-06,+730.9274E-06,-7.9025814E-03,-66.5296508E-03
-92.6900E-06,-22.8415E-06,-5.7097992E-03,-56.7839528E-03
-92.5250E-06,-708.0859E-06,-3.7225904E-03,-47.9519139E-03
-92.3600E-06,+1.1078118E-03,-2.7289860E-03,-52.6724864E-03
-92.1950E-06,+354.0429E-06,-4.6476704E-03,-66.5296508E-03
-92.0300E-06,-1.0621288E-03,+2.8557562E-03,-56.1748466E-03
-91.8650E-06,+22.8415E-06,-7.9025814E-03,-52.3679333E-03
-91.7000E-06,-331.2015E-06,-6.5663548E-03,-66.5296508E-03
-91.5350E-06,-22.8415E-06,-6.6348792E-03,-71.5547764E-03
-91.3700E-06,-354.0429E-06,-11.0889680E-03,-66.2250978E-03
-91.2050E-06,-399.7259E-06,-5.9153726E-03,-52.0633802E-03
-91.0400E-06,+376.8844E-06,-7.6284836E-03,-62.1136314E-03
-90.8750E-06,-376.8844E-06,-10.2324125E-03,-66.2250978E-03
-90.7100E-06,+776.6103E-06,-7.0460259E-03,-52.6724864E-03
-90.5450E-06,+422.5674E-06,-5.6412748E-03,-61.5045253E-03
-90.3800E-06,+0.0E+00,-10.0953636E-03,-38.2062158E-03
-90.2150E-06,+331.2015E-06,-2.3863637E-03,-66.2250978E-03
-90.0500E-06,-730.9274E-06,-7.8340570E-03,-66.5296508E-03
-89.8850E-06,-68.5244E-06,-10.0953636E-03,-61.1999722E-03
-89.7200E-06,+776.6103E-06,-4.2365237E-03,-56.4793997E-03
-89.5550E-06,+91.3659E-06,-4.5106215E-03,-71.5547764E-03
-89.3900E-06,+376.8844E-06,-9.0332347E-03,-52.3679333E-03
-89.2250E-06,+354.0429E-06,-11.0204436E-03,-45.8200424E-03
-89.0600E-06,-376.8844E-06,-5.8468481E-03,-47.3428077E-03
