0.0000	-0.0022	0.0700	-8.9084	-9.6554	-0.3051
-0.0025	-0.0112	0.0691	-8.1766	-8.3266	-1.6423
-0.0063	-0.0204	0.0667	-5.1372	-6.2162	-2.3825
-0.0067	-0.0145	0.0681	-7.1673	-6.8931	-2.1762
-0.0039	-0.0062	0.0696	-8.9345	-7.8746	-1.2046
-0.0095	-0.0095	0.0687	-8.9514	-6.4987	-2.1309
-0.0170	-0.0145	0.0663	-7.0860	-3.7683	-2.6456
-0.0231	-0.0166	0.0639	-6.4521	-2.5080	-2.9858
-0.0286	-0.0171	0.0616	-5.2626	-1.2129	-2.7807
-0.0335	-0.0165	0.0592	-4.4098	-0.1663	-2.5448
-0.0280	-0.0120	0.0630	-6.2403	-0.6999	-2.9019
-0.0220	-0.0117	0.0654	-6.9922	-2.1028	-2.7273
-0.0147	-0.0094	0.0678	-8.1554	-4.2367	-2.3532
-0.0092	-0.0043	0.0693	-9.4281	-6.3220	-1.6388
-0.0194	-0.0072	0.0669	-7.7016	-2.2395	-2.4704
-0.0262	-0.0073	0.0645	-6.3972	-0.2278	-2.6222
-0.0317	-0.0061	0.0621	-5.1926	1.1445	-2.5352
-0.0292	-0.0016	0.0636	-5.1877	1.4438	-2.3453
-0.0187	-0.0001	0.0674	-7.1415	-1.2026	-1.9863
-0.0232	-0.0032	0.0660	-6.5450	-0.1856	-2.3073
-0.0147	-0.0033	0.0684	-8.8650	-3.7553	-2.0916
-0.0049	-0.0004	0.0698	-9.6584	-6.8019	-0.7232
0.0077	0.0021	0.0695	-10.2824	-7.5941	1.3644
0.0150	0.0063	0.0681	-9.3435	-5.5795	2.5804
0.0186	0.0109	0.0666	-8.0235	-4.5506	2.9826
0.0097	0.0068	0.0690	-9.6002	-7.8417	2.1289
0.0026	0.0028	0.0699	-10.0110	-9.2901	0.7468
0.0084	0.0121	0.0684	-7.5732	-7.5326	2.2682
0.0143	0.0229	0.0646	-4.4225	-5.4829	2.9262
0.0093	0.0182	0.0670	-5.5720	-6.8521	2.6350
0.0037	0.0089	0.0693	-8.3770	-9.1473	1.6168
0.0044	0.0166	0.0679	-5.2673	-7.1591	2.0899
0.0083	0.0233	0.0655	-3.6648	-5.8526	2.5456
0.0124	0.0276	0.0631	-2.9354	-5.4178	2.9496
0.0169	0.0305	0.0607	-2.4123	-4.3040	2.8291
0.0135	0.0347	0.0593	-0.9728	-3.8604	2.4846
0.0095	0.0318	0.0616	-1.1524	-4.3083	2.4004
0.0058	0.0277	0.0640	-1.8205	-5.4119	2.5092
0.0027	0.0220	0.0664	-3.0009	-6.3829	2.2395
0.0005	0.0130	0.0688	-5.8203	-7.3215	1.4318
-0.0012	0.0065	0.0697	-7.7841	-8.7370	0.6907
-0.0048	0.0150	0.0682	-3.7662	-5.6461	0.9751
-0.0055	0.0095	0.0691	-5.6465	-6.1802	0.4015
-0.0110	0.0142	0.0677	-3.3864	-2.8677	0.0505
-0.0138	0.0212	0.0653	-0.5324	-0.7899	0.1443
-0.0090	0.0191	0.0667	-1.5689	-3.0086	0.6463
-0.0097	0.0258	0.0644	0.3734	-1.8845	0.8104
-0.0089	0.0313	0.0620	1.4498	-1.4440	0.9372
-0.0126	0.0369	0.0581	2.2652	-0.2146	0.6259
-0.0103	0.0410	0.0558	2.3383	-0.4380	0.7548
-0.0071	0.0360	0.0596	1.8670	-1.3021	1.0080
-0.0045	0.0401	0.0572	1.9486	-1.5157	1.2142
-0.0013	0.0435	0.0548	1.8836	-1.5757	1.2930
0.0008	0.0381	0.0587	1.2539	-2.6892	1.7295
-0.0021	0.0341	0.0611	1.1565	-2.7377	1.5698
-0.0042	0.0292	0.0635	0.4270	-2.8784	1.3550
-0.0053	0.0232	0.0658	-1.0588	-3.7633	1.2384
-0.0018	0.0192	0.0673	-2.8927	-5.7602	1.5629
-0.0003	0.0262	0.0649	-1.0316	-4.3127	1.7339
0.0023	0.0313	0.0625	-0.1259	-3.8161	1.9171
0.0055	0.0353	0.0602	0.2262	-3.5908	2.0888
0.0093	0.0384	0.0578	0.2371	-3.2322	2.1091
0.0135	0.0406	0.0554	0.1070	-2.9584	2.1413
0.0179	0.0420	0.0530	-0.1490	-2.6806	2.1754
0.0179	0.0367	0.0569	-1.0467	-3.4300	2.5409
0.0225	0.0377	0.0545	-1.1056	-2.9513	2.5007
0.0271	0.0380	0.0521	-1.3462	-2.6022	2.6003
0.0261	0.0329	0.0560	-2.2888	-3.0030	2.8364
0.0215	0.0322	0.0583	-2.3569	-3.7426	2.9308
0.0192	0.0258	0.0622	-3.9460	-4.4967	3.0791
0.0240	0.0273	0.0598	-3.4491	-3.4127	2.9432
0.0255	0.0222	0.0613	-4.6895	-3.0936	3.0744
0.0203	0.0208	0.0637	-5.6224	-4.6850	3.3268
0.0148	0.0179	0.0660	-6.5379	-6.1563	3.1291
0.0136	0.0126	0.0675	-7.7390	-6.2140	2.7104
0.0202	0.0158	0.0651	-6.5984	-4.2432	3.0755
0.0259	0.0170	0.0628	-6.1004	-2.9218	3.3128
0.0305	0.0224	0.0589	-4.2429	-2.0976	2.9931
0.0352	0.0216	0.0565	-3.9102	-1.2891	2.9278
0.0396	0.0200	0.0541	-3.3171	-0.4944	2.6094
0.0359	0.0158	0.0580	-4.2847	-0.4761	2.7797
0.0311	0.0169	0.0604	-4.8928	-1.4219	2.9201
0.0251	0.0120	0.0642	-6.4966	-2.2412	2.9598
0.0306	0.0117	0.0618	-5.6762	-0.8015	2.9628
0.0355	0.0103	0.0595	-4.6209	0.2468	2.7135
0.0397	0.0080	0.0571	-3.9928	0.9788	2.6395
0.0341	0.0051	0.0609	-5.2085	0.8486	2.8412
0.0291	0.0068	0.0633	-6.1327	-0.2972	2.8463
0.0230	0.0075	0.0657	-7.7878	-2.4209	3.0004
0.0194	0.0035	0.0672	-8.3114	-2.8880	2.5522
0.0137	0.0006	0.0686	-9.3401	-5.0676	1.9164
0.0264	0.0026	0.0648	-6.6883	-0.2481	2.7346
0.0317	0.0005	0.0624	-5.2925	1.2931	2.6798
0.0383	0.0025	0.0586	-4.0668	1.8228	2.5800
0.0434	0.0051	0.0547	-3.1357	1.5708	2.3401
