x-axis,1,2,4
second,Volt,Volt,Volt
-95.0000E-06,,,
-94.8350E-06,+22.8415E-06,-11.3579643E-03,-51.7588272E-03
-94.6700E-06,+0.0E+00,-7.0218899E-03,-46.4291485E-03
-94.5050E-06,-799.4518E-06,-5.1344222E-03,-62.7227375E-03
-94.3400E-06,-354.0429E-06,-5.0323969E-03,-50.8451680E-03
-94.1750E-06,-708.0859E-06,-5.5425233E-03,-62.1136314E-03
-94.0100E-06,+331.2015E-06,-6.8178393E-03,-62.1136314E-03
-93.8450E-06,-376.8844E-06,-3.4510051E-03,-61.5045253E-03
-93.6800E-06,-1.8158977E-03,-3.5530304E-03,-50.8451680E-03
-93.5150E-06,-376.8844E-06,-6.7158141E-03,-61.5045253E-03
-93.3500E-06,+331.2015E-06,-8.1951806E-03,-38.8153219E-03
-93.1850E-06,-1.4846962E-03,-6.4097382E-03,-27.5468585E-03
-93.0200E-06,-422.5674E-06,-11.6640402E-03,-52.0633802E-03
-92.8550E-06,+354.0429E-06,-5.1344222E-03,-61.8090783E-03
-92.6900E-06,-376.8844E-06,-5.2364475E-03,-61.1999722E-03
-92.5250E-06,-354.0429E-06,-13.1434067E-03,-42.0131291E-03
-92.3600E-06,+91.3659E-06,-8.5012565E-03,-61.1999722E-03
-92.1950E-06,-730.9274E-06,-8.2972059E-03,-41.7085760E-03
-92.0300E-06,-354.0429E-06,-6.7158141E-03,-61.8090783E-03
-91.8650E-06,-1.4161718E-03,-8.2972059E-03,-46.7337016E-03
-91.7000E-06,+22.8415E-06,-4.7263211E-03,-47.6473608E-03
-91.5350E-06,-376.8844E-06,-10.0826483E-03,-61.8090783E-03
-91.3700E-06,-45.6830E-06,-11.8680907E-03,-41.4040230E-03
-91.2050E-06,-354.0429E-06,-3.4510051E-03,-55.8702936E-03
-91.0400E-06,-730.9274E-06,-8.3992312E-03,-46.7337016E-03
-90.8750E-06,+0.0E+00,-8.2972059E-03,-47.3428077E-03
-90.7100E-06,-708.0859E-06,-1.4615121E-03,-42.9267883E-03
-90.5450E-06,-422.5674E-06,-11.5620149E-03,-46.4291485E-03
-90.3800E-06,+354.0429E-06,-9.9806230E-03,-41.7085760E-03
-90.2150E-06,-354.0429E-06,-11.7660654E-03,-65.3114386E-03
-90.0500E-06,-376.8844E-06,-5.4404981E-03,-56.7839528E-03
-89.8850E-06,-662.4029E-06,-3.5530304E-03,-37.9016627E-03
-89.7200E-06,-753.7688E-06,-8.7053070E-03,-56.4793997E-03
-89.5550E-06,+708.0859E-06,-10.0826483E-03,-57.3930589E-03
-89.3900E-06,-753.7688E-06,-11.3579643E-03,-71.5547764E-03
-89.2250E-06,-422.5674E-06,-288.2214E-06,-47.6473608E-03
-89.0600E-06,+0.0E+00,-6.9198646E-03,-56.4793997E-03
